ID,Aggregate number,Module title,Member genes
M15.23,A2,Cell death,"ADSL, AIFM1, AMMECR1L, ASXL1, ATF5, ATP13A1, ATP5G1, ATPAF1, B4GALT7, C1ORF86, CCBL1, FANCE, FBXL6, FUK, GCDH, LOC402694, LOC647361, LSM2, MADD, MFSD3, MIZF, MRPS18A, NDUFB2, NDUFS7, PARD6A, PIGU, PRKRIP1, PRPSAP2, PSPC1, RAPGEF1, RPS15A, RPS9, SEC61A1, SLC25A19, SLC2A8, SLC37A4, SNAPC2, TARBP2, ZBTB45, ZKSCAN2, ZNF358"
M15.24,A33,TBD,"AGPAT2, ASAH1, ATP6V1C1, C17ORF60, C7ORF25, CBWD5, CCDC88B, CDC42EP3, CITED4, CSTA, FAM49A, FAS, FSCN1, GHRL, HN1, HS.188979, JMJD3, KIAA0232, LAPTM4A, LOC285550, METRNL, MLKL, MR1, NUP98, OSBPL2, PCGF5, SEC24D, SLC16A6, SLC19A1, SLCO3A1, STK3, TIMP2, TSHZ3, TXNDC13, UBQLN1, UBTD1, ZAK, ZFYVE16, ZMAT5, ZNF20, ZNF93"
M15.25,A4,TBD,"ARIH2, ARMET, BSCL2, BTG2, BTN3A1, C18ORF8, C1ORF63, C4ORF34, CBX7, CCDC92, CDC16, CDC16, CEPT1, CNDP2, COX19, DOPEY2, DUSP6, EIF5A, FAM110A, FAM39DP, FAM3A, GSTM1, GSTM2, HMHA1, JAK1, LOC338758, LOC613037, LOC730994, MS4A7, MYO1G, NAP1L4, PARL, PARL, SF3B2, SLC20A1, SPG7, STRAP, TFRC, TNRC6B, TSPAN17"
M15.26,A35,Neutrophils,"ATP8B4, CDK5RAP2, CEACAM3, DSE, EGLN1, FKBP1A, GADD45B, GDPD3, GPR160, HPSE, IDI1, IL1RAP, KLHDC8B, LBR, LGALS8, LOC201175, LOC651143, LOC654053, MAEA, MCL1, MLSTD1, MTF1, PDLIM7, PIK3AP1, PLAUR, PLAUR, PLAUR, PPP1R12A, PREX1, RAB27A, REPS2, RHOT1, RNASEL, RP2, SIRPB1, SPOPL, TLR4, TPD52L2, TRPM6, VASP"
M15.27,A6,Cell cycle,"ACBD6, ASPHD2, ATF1, ATMIN, ATP2C1, C10ORF59, C11ORF17, C12ORF43, C14ORF104, C16ORF42, C21ORF66, C6ORF211, CASP7, CHST14, COX4NB, DUS4L, FCRLB, GBP3, GFPT1, GTF2H1, HS.580229, IDE, KMO, PM20D2, RAB40B, RECK, RPS26P10, SDHALP1, SEC24A, SSRP1, STARD3, THUMPD1, TUBD1, UAP1, UTRN, VEGFB, WDR33, WEE1, ZNF484, ZNF565"
M15.28,A24,Oxidative phosphorylation,"APBA3, ATP2A2, C19ORF52, C20ORF30, COX4I1, CSNK2B, CSRP1, DYNLRB1, EIF4A1, ELOVL1, FBXW5, GANAB, HSPC171, IDH3G, IRAK1, LOC148915, LOC339344, LOC440567, LOC51035, LOC653147, LOC730534, NDUFS5, NUDT22, PITPNB, PRCC, PSMB4, RABL4, RIC8A, SDHC, SLC25A3, SLC35D2, SNX17, SURF1, TRAPPC3, VPS26B, VPS4A, ZNHIT1"
M15.29,A1,Cell death,"ATP1A1, ATP5D, BIRC3, CCDC109B, CEBPZ, CYB5B, FAM113B, GVIN1, HDDC2, HLA-DRB3, HLA-DRB6, HSPD1, IRF8, LAT, LOC387841, LOC642817, LOC643287, LOC645385, LOC648210, LOC650369, MGC3207, NAPSB, NOL5A, NUP88, PARP1, PIK3IP1, RALGDS, RWDD1, SNRPB, SNRPN, SNRPN, SSBP1, SUMF2, UBE2Q2, WDR6, WDR82"
M15.30,A32,TBD,"ATP11B, CARD8, DAPK1, EEPD1, FBXO34, FOXN2, GMCL1, HERC4, HS.46506, HS.535028, IQSEC1, KIAA1429, KIAA2026, KLF6, KLHL12, MBP, MED23, P15RS, PRKAB1, RGS14, SENP2, SETD8, SFRS17A, SNX16, STAG1, TGFBR2, TMEM55B, TRIM27, TRIM33, VAV3, WDR37, WDR44, ZNF200, ZNF650, ZNF701, ZXDC"
M15.31,A2,Protein modification,"ACP1, ADK, C1ORF41, CBLB, CCBL2, CCT7, CLEC2D, CSE1L, CYB5A, EDG1, EIF1AX, ERCC1, EXOSC1, FAM82C, GOT2, HNRPH1, HVCN1, ID3, KIAA0831, LOC346950, MRPL21, MRPL55, MRPL55, NUCB2, PCMTD2, PCNA, PHB2, PPP3CC, REV1, RRM1, SESN1, SYPL1, TIMM23, USP5, XRCC6, ZSCAN18"
M15.32,A29,TBD,"ADNP, ANKRD44, C21ORF81, C6ORF204, C8ORF70, CXORF34, EXOC4, FYTTD1, GOLGA8A, GPR89B, GUSBL2, HOOK1, HS.145444, HS.534437, HS.545615, HS.555252, KLF12, LARP2, LOC153684, LOC652726, LOC653080, LOC653598, LOC728411, LOC732450, LOC92017, MGC52498, NFATC2IP, NR2C1, PTCD2, SFRS14, SLFN13, SMA4, ZNF451, ZNF514, ZNF573, ZNF763"
M15.33,A1,T cells,"ALDH3A2, BCL11A, C1ORF57, C21ORF57, C5ORF13, C9ORF80, CSTF3, DYRK2, FAM134B, FVT1, ICOS, IDUA, KIAA1737, LOC653884, LOC728014, MCM3, MRPS17, NCAPD2, NMD3, NUP210, OSBPL7, P2RY10, PLCXD1, POP5, PRPS2, RFC4, SEC62, SETD1A, TATDN1, TCEAL8, TMEM103, TMEM106C, ZNF329, ZNF395, ZNF439"
M15.34,A6,T cells,"ANAPC5, APEH, BRF2, C14ORF102, C19ORF25, CCDC97, CD1D, CHD4, CHD4, CNOT10, CRAMP1L, DAXX, EIF2C1, GPATCH3, HDAC6, HSP90AB1, IL16, KIAA0256, LOC648176, NXF1, PEX19, PMM2, POLDIP3, PTPRA, RASGRP2, SON, STIP1, STK11IP, SYS1, TMEM80, TRAPPC2, UVRAG, VPS33B, YTHDF1, ZFP91"
M15.35,A33,Neutrophils,"AIF1, ARHGDIB, ARPC5, C10ORF58, CAP1, CD97, FGD3, GMFG, HLA-A, HLA-B, HLA-E, IRF1, ITGB2, KPNB1, LAPTM5, LCP1, MCL1, MSN, MYH9, NFKBIA, PPT1, PRKCB1, PRR13, PSAP, PSAP, PTP4A2, RAC2, RHOG, STK4, TEGT, TUBA1A, TXNIP, VIM, VIM, XPNPEP3"
M15.36,A26,Protein modification,"ACLY, AMY1C, ARL8B, B4GALT4, C14ORF108, C4ORF32, CBX1, CBX3, CCNH, COPS5, DPM1, DYNLRB1, EIF4H, FAM105B, GPAA1, GPR65, GTF2E2, ING1, LOC642197, LOC653972, LXN, MAPK6, PGAM4, PRKAG1, RTCD1, SCD, STAM, TADA3L, TRIP4, VPS26A, WRB, YARS2, ZNF207, ZNF410"
M15.37,A35,Inflammation,"ALDOA, BICD2, CD151, CLEC12A, FAM129A, FERMT3, FPR2, FTHL2, GNG10, GPSM3, HIST1H2AC, HSD17B11, IL1B, LAT2, LOC440093, LRCH4, MX2, NCF2, NDUFB3, NDUFB3, NT5C2, RHBDF2, RTN3, SERPINB1, SH3GLB1, SLC16A3, SOD2, STXBP2, TMEM154, TNFSF10, TSPO, VNN2, WARS, WSB1"
M15.38,A1,T cells,"ABHD14A, C11ORF1, C16ORF30, CA5B, CD248, CD27, CD3E, CLECL1, DBP, DPH4, EBI2, FAM102A, FLT3LG, GNPDA2, GPA33, HLA-DQB1, HS.355933, HS.481464, HSF2, IL7R, ITGB3BP, ITM2A, LOC642161, LOC729101, MGC3196, PLCG1, PLCG1, RASGRP1, SCML1, SLAMF1, SLAMF6, SLC16A10, SOX8"
M15.39,A8,TBD,"ABR, ACTR1A, AP1M1, ARFGAP2, BRMS1, BTBD12, C14ORF93, C6ORF47, CCDC101, CLK3, COASY, EIF3B, FBXO18, IKBKG, JOSD1, LTB, MFSD10, MGC10997, MGC3731, NDST2, RAB40C, RHBDD1, RPRC1, SRF, TAPBPL, TCEB3, TMEM115, TNFRSF14, TUBG1, WWP2, ZDHHC5, ZNF672"
M15.40,A6,Gene transcription,"C1GALT1C1, C1ORF35, C21ORF91, COASY, CSGLCA-T, CSNK1G3, CTDSPL2, DHX36, ECT2, EFTUD1, GAB3, HIC2, HIVEP1, HS.125056, HS.334831, JUN, KIF3B, NSUN5, PIGK, RBBP8, RBJ, RBM10, RCAN1, SFRS16, SLC39A11, SPCS3, SRRM1L, TGFBRAP1, TMEM170, VPS39, ZMYND8"
M15.41,A2,TBD,"AEBP2, ANAPC10, ANKRD39, C3ORF14, CIAPIN1, CKAP2, CPSF3L, DTWD1, FTSJ2, HYLS1, KIAA1143, LOC441150, MUSK, OSBPL3, PCCA, PIGH, POFUT2, POLR2L, PRIM1, RAB33A, RAP1GDS1, RNF26, SMARCAD1, SOX4, SUMF2, UBTF, UGDH, WDR92, ZNF2, ZNF696, ZNF821"
M15.42,A6,Gene transcription,"BTBD1, CD2AP, CEP57, CFDP1, COG3, COG5, ESCO1, FAM36A, GOPC, HADHB, HIVEP2, HNRPLL, HS.536748, KIAA0947, MYC, P4HA1, PHF3, PIK3CA, PPP2CB, PSPC1, PUS3, REL, SNW1, SRPK2, TMEM199, TOX4, UBIAD1, VPS26, ZBTB11, ZNF259"
M15.43,A35,TBD,"CAMK2G, CLEC4E, COL18A1, COP1, CPEB4, DHRS13, FYB, GAST, GSN, HIP1, HIST1H2BE, HIST1H3D, HS.467586, LOC440900, LOC646144, LRRC25, MCTP1, MEFV, MGC18216, MTMR3, PGCP, PLXNC1, PTPRC, RCN3, STOM, SVIL, TLE3, TMEM176A, TNFSF14, TXNRD1"
M15.44,A3,Protein modification,"ARHGEF18, CREB3L2, DARS, DMTF1, EIF4ENIF1, FAM76B, FNBP1, HS.371609, KLHL7, LOC388474, LOC554203, LOC728772, LOC730316, LONP2, LYPLAL1, PABPC1, PHF20, PSCD1, PTBP1, PTBP1, RBM16, RHBDD1, TCFL5, TNRC15, TXNDC12, VAMP4, ZNF294, ZNF398, ZNF518A"
M15.45,A6,Platelet,"BET1, C1ORF124, C22ORF39, CCDC112, CCDC146, CKAP2, CRNKL1, DEF8, F2R, FLJ13611, HIST1H4K, ITGAV, KLHL20, KLHL7, LOC727726, MANEA, NKAP, NUDT9, PDE4D, PLEKHA3, PPIL5, PTP4A1, SEH1L, SEPHS1, TMEM106B, UBE2E3, USP21, VPS37A, VPS54"
M15.46,A2,TBD,"AES, ARHGDIA, ATP5D, C19ORF24, CD74, CD74, CS, EIF3G, ELK1, ERGIC3, GHDC, GPSN2, IL10RA, INTS5, L3MBTL2, MED24, NDUFB11, NUDCD3, P2RY8, PPP2R1A, RCE1, RNPS1, SMARCB1, SRM, TRIM28, XAB2, ZNF524, ZNF688"
M15.47,A32,Antigen presentation,"BSDC1, C4ORF8, DVL3, GMEB1, HLA-A, HLA-F, HLA-H, IK, INPP5D, KIAA0368, LARP1, LOC644634, MARS, NOMO1, OTUD5, P2RX7, PARP6, PCNXL3, PKN1, PSD4, RALY, REXO1, SASH3, SFRS8, SLFN11, SNX19, UBE2J1, VPS18"
M15.48,A3,TBD,"AASDH, CAPS, CDC14A, CYLD, ENO3, HMBOX1, HS.194225, KIAA1641, LOC158160, LOC286208, LOC729446, MRPS25, NFATC2IP, NUP107, OTUD4, PIGM, PPARBP, SYNJ2BP, TAF2, TIA1, UNC84A, USPL1, VENTX, ZBTB20, ZCCHC11, ZNF160, ZNF773"
M15.49,A4,Cell death,"ACSL3, ATG12, BTG1, C12ORF26, CCNK, CEP135, CP110, DDX5, HS.445036, HS.576106, KLHL6, LOC146517, LOC653381, MAP3K7, NIP30, OVGP1, PPP3CB, PRMT2, RCOR3, SON, TIAL1, UBL3, VPS41, YPEL2, ZHX2, ZNF564, ZZEF1"
M15.50,A2,TBD,"ALDH18A1, C12ORF31, CHST12, COQ3, DHRS4L2, DUT, EFTUD1, FABP5, FKRP, GPATCH4, HIRIP3, HNRNPAB, LOC642033, LOC643668, LOC650298, NHP2L1, OPA3, PAXIP1, PDIA3P, RAD51C, SCMH1, SHMT1, TCEAL3, TIMELESS, TNFAIP8L1, TTC16, TYW3"
M15.51,A1,Protein synthesis,"C17ORF45, C21ORF7, DNCL1, EDF1, EIF4A2, ERP29, ETS1, FOXO3, FXYD5, HCST, HIST1H4C, HLA-DPA1, HSPA8, LOC388654, LOC440055, LOC441775, LOC652624, NDUFB8, RPL21, RPL23, RPL26, RPLP0, S100A10, S100A10, SEPT9, SPCS1, YBX1"
M15.52,A3,TBD,"ABCB1, C2ORF33, CBLN3, CENPK, DET1, EID2, FAM24B, FAM3C, HEG1, HS.133324, HS.478682, LINS1, LOC374443, LOC400464, LOC93349, MRPL42, MRS2, NFATC3, ODF2L, OTUD6B, RECK, RINT1, RWDD2A, SHPRH, TMEM18, TMEM38B, ZDHHC14"
M15.53,A37,Erythrocytes,"BRD4, C16ORF35, CDKL1, DPM2, EPB41, HMBS, HPS1, IQWD1, KLC3, LOC643008, LOC648434, LOC650898, MAP2K3, MAP2K3, MICAL2, MICALCL, MXI1, MXI1, RAB3IL1, RP11-529I10.4, SLC38A5, SLC6A8, TCP11L2, TGM2, TMPRSS9, TTC25, WNK1"
M15.54,A2,TBD,"AMMECR1, C12ORF32, C14ORF179, C17ORF81, C9ORF86, CAND1, CHKA, ESD, FBLN5, FLJ20444, HEL308, HS.572538, ISOC1, KTI12, LACTB2, LOC648470, MGA, NAPEPLD, OSBPL5, PON2, RBBP9, RNF170, SLC25A26, TOB2, ZNF318, ZNF706"
M15.55,A25,Protein phosphorylation,"ARPC1B, C3ORF38, CLK1, CTNNB1, CTNNB1, DMXL2, GABPB2, HERC3, HS.24119, ISY1, KIF5B, LOC643668, LOC643668, LYZ, MORC3, NAT1, NLRC5, OSBPL9, PDE4B, PIK3CB, SPG21, SPTLC1, SUV420H1, TIPRL, TMF1, WDR47"
M15.56,A30,Cell adhesion,"ANKRD13D, ANXA11, ATXN3, CD44, DDX17, GNB4, GNL3L, HS.371006, HS.82028, LOC196752, LOC642678, LOC653157, LOC728153, MLL5, MTF2, NBPF10, NFAT5, PKN2, SAPS2, SELPLG, SF1, TNFSF14, TNPO1, TOP3A, WSB1, WSB1"
M15.57,A26,TBD,"BAD, BRE, C14ORF133, C1ORF162, CALM3, CAPZB, COX15, DENND1C, EIF4H, GLE1, HS.406106, KATNB1, LOC650029, PSME1, RPL36AL, SLC10A3, SRA1, STX12, STX5, TM9SF1, TM9SF4, UBE2G1, VRK3, WDR68, ZNF407, ZNF622"
M15.58,A31,Monocytes,"C1ORF183, CDC42EP2, CECR6, EMR3, EMR3, FCGR3A, FCHO2, GPR177, GPR177, HAL, HS.523076, HS.582263, KIAA1324, MME, MPZL1, PI3, PTGS2, PTGS2, ST6GALNAC2, SUMO1P1, TGM3, TIAM2, TLR6, TTRAP, VNN3, VNN3"
M15.59,A7,TBD,"ATP5S, C1ORF108, C1ORF56, CCNDBP1, CCS, CD226, CRTAP, DPH3, DPH3, ERMAP, FAM10A4, GRIN1, HS.569831, IGFBP7, LOC646463, PLDN, RABGAP1L, SAP30, SLA2, SLC25A38, TLR10, TNRC6A, TRIM23, VKORC1, WRB"
M15.60,A1,TBD,"C12ORF45, C17ORF48, C1ORF176, C3ORF17, CD320, CTPS, CXORF57, DOLK, EXOSC2, HS.374278, HS.436879, KIF5C, LOC442535, LOC728037, PARC, PTPLAD1, RNF214, RSAD1, SLC39A10, TDP1, TMEM194, TNFRSF10A, TRAM2, ZNF550, ZNF76"
M15.61,A7,Monocytes,"ALDH1A1, ANKRD57, ASAHL, CENTG3, CHN2, CPNE8, EGR1, ENC1, GLCE, GPBAR1, GPR162, HNMT, KCNMB1, LOC731486, NAGA, PDK4, RASSF4, RNH1, SH3TC1, SLC27A1, SLITRK4, STAB1, TSPAN4, ZFHX3, ZNF385A"
M15.62,A32,TBD,"ACP6, AIG1, ARL5B, ATG2B, C17ORF37, C1ORF25, C5ORF30, CTNNBIP1, CTSK, CXORF39, HOM-TES-103, KCTD3, LOC134145, LYK5, MRPS36, NAG, OCRL, PEX13, R3HDM2, RABGEF1, SLC38A6, TOP3A, ZNF137, ZNF333, ZNF354A"
M15.63,A26,TBD,"BHLHB2, C21ORF57, C5ORF29, CAT, CAT, CDK5RAP3, CDK5RAP3, ECH1, GLG1, INTS6, ITGB1, LEPROT, LOC401115, MPPE1, POLR3GL, PSMB7, PSMC1, PSME2, SERTAD2, SLC25A28, STAT6, TANK, XBP1, YY1"
M15.64,A28,Interferon,"ACOT9, ACOT9, ADRA1D, APOB48R, APOL2, APOL2, C1GALT1, CCR1, COP1, DYNLT1, ECGF1, H2AFJ, ISG20, KIAA0319L, LBA1, NEXN, PSMB9, RHBDF2, SP100, SP100, TNFSF13B, TRIM38, TRIM56, UNC93B1"
M15.65,A2,TBD,"ASF1B, BRP44L, C10ORF57, C1ORF54, C8ORF33, DDX28, FEN1, FOXRED1, HERC2, LOC645466, MAP3K6, NUBP1, PHKG2, PRKX, RYK, SERPINB8, ST3GAL5, TCTN1, TEX264, TTF2, TUBGCP4, ZFAND1, ZNF224"
M15.66,A33,TBD,"ABCA1, ANTXR2, ANXA11, ARHGAP30, CD97, CDC42SE1, DHRS9, DNTTIP1, H3F3B, HTATIP2, LYRM1, NIN, PISD, PNPLA6, RCBTB2, RERE, RNASE2, SCPEP1, TAGLN2, TP53INP1, UIMC1, VAMP3, ZNF787"
M15.67,A11,TBD,"ARAF, B2M, B2M, C19ORF56, C1ORF144, DSCAM, FNTB, HECTD3, HMG20B, HS.534061, HS.539765, IFT122, KIAA0101, LOC654155, NAG18, PIGQ, PPP2R2B, RDH5, S100A8, SPRYD3, SPSB3, TPT1, ZNF160"
M15.68,A29,TBD,"ARRDC5, CDC14A, CSDE1, DPRXP4, FLJ25006, HS.157344, HS.317399, HS.347034, HS.443602, HS.444999, HS.473191, HS.481659, HS.538918, HS.574731, HS.582113, LOC401622, LOC441268, MGC5457, NLRP1, PLGLB1, RAB12, TXNDC4, UNKL"
M15.69,A32,TBD,"BNIP2, COPB2, FYB, GGA3, GGNBP2, GPBP1, HNRPK, HS.532698, HS.555181, IDH1, LMO4, MON1B, OSTM1, SLC35A1, SLFN11, TMED5, TOR1B, UBE2A, USP8, VPS8, WBP4, ZNF200"
M15.70,A26,Protein modification,"C3ORF68, DYNLL2, DYNLRB1, ETF1, FLVCR1, GOSR2, HERPUD1, HLA-F, KLHL5, LNPEP, LOC652481, LYPLAL1, NME6, PDIA6, POP4, RNF4, RPL23AP7, RPL34, SLC39A6, SRI, TIMM23, ZNF394"
M15.71,A6,TBD,"AK2, CHMP6, CTBP1, CYFIP2, ECHDC1, EVI5L, GRK5, GSTCD, HLA-G, HNRPC, ING4, LOC646197, LOC647673, MRPS23, NDUFB10, PCBP4, PREP, PRPS2, RNF4, SNIP1, TRIB3, WBP1"
M15.72,A2,TBD,"ALDH16A1, AP2A2, C22ORF29, CLCN6, CRTC2, DEAF1, DOM3Z, FBXL6, GTF3C1, HS.27048, HS.485155, HYOU1, KIAA1545, MORC2, MRPS2, RAI1, RELL2, THOC3, THOC6, TP53BP1, USP21, WDR5"
M15.73,A30,Cell cycle,"AAK1, BRWD1, CDC2L2, FAM13A1, FICD, HM13, HS.371060, HS.563486, HS.571887, LOC441155, LOC643977, LOC647691, RAP1A, RASA2, SCARNA9, SSH1, UBE2Z, UGP2, VAPA, VPS13B, VPS13C, ZADH2"
M15.74,A37,Erythrocytes,"ANKRD9, ATP6V0C, C22ORF25, C5ORF4, E2F2, FHL2, HMG2L1, LGALS3, LOC653907, MAP2K3, MARCH2, MCOLN1, MGC13057, PPM1A, PPM1A, RNF10, RNF11, SLC6A10P, SMOX, SRRD, TMEM158, UBE2H"
M15.75,A4,TBD,"ACPL2, ACPL2, C17ORF58, CPSF2, CYB5D2, DHX32, DNAJC14, ERAP2, FLJ38482, GCNT1, HS.12489, HS.13291, INPP5A, MTHFD2L, PHF5A, RAB18, RNF185, TRIM24, VTA1, ZKSCAN4, ZNF443"
M15.76,A32,TBD,"ACIN1, AFTPH, B3GALT4, BECN1, CORO7, KCNK6, KIAA0999, KIAA1267, LYK5, MAN2B2, MSL3L1, PRKD2, RAP2C, RNPC3, RRAGC, SERP1, SMARCD2, STK19, ZBTB48, ZMYM2, ZNF586"
M15.77,A25,TBD,"ARID4B, ARL5A, B3GNT2, C17ORF90, C6ORF72, DUT, GPR89C, IHPK2, LOC651149, LOC653631, NFX1, OGG1, PDE7A, PTPN22, RAB28, RB1, RNF38, RPL6, SBDSP, TAF1L, USP1"
M15.78,A35,TBD,"AGPAT9, ANPEP, ATHL1, BEST1, C16ORF72, C5ORF41, CSF3R, CTBS, CTBS, CUEDC1, GABARAPL1, HS.34558, IL4R, LOC441124, LOC88523, MKNK1, MYBPC3, REM2, ROPN1L, SEMA4B, ZFAND3"
M15.79,A3,Mitochondrial Stress/Proteasome,"CLEC2D, CLIP4, CLYBL, COG6, DHX36, EIF2A, FAM89A, FBXO28, GCLM, IREB2, MCFD2, PDHX, PIGV, PUS3, SCYL1BP1, TCF12, TCF12, TRNT1, WBP11, ZNF195"
M15.80,A6,TBD,"BRCC3, BUD13, C12ORF4, CAPN2, CBFA2T2, CTPS2, GOLGA1, IFNA8, LRRC42, MDP-1, MYO9A, PAK1IP1, PDSS1, RQCD1, SCAMP2, SLC7A6OS, STAG1, TP53BP2, UPF3B, ZUFSP"
M15.81,A35,TBD,"AGPAT2, ALDOA, ARHGEF11, BLOC1S1, C9ORF89, CTDP1, DNM2, FMNL1, GAA, GLT25D1, IIP45, LOC642489, LRPAP1, MYADM, OS9, PIK3CD, PKM2, RGS19, SH3BP5L, ZDHHC12"
M15.82,A1,TBD,"BUB3, C6ORF160, CECR1, EVL, GSTP1, HLA-DMA, ICAM2, ID2, LOC649049, LOC649143, MAL, MRPS6, NFS1, NOSIP, PLSCR3, RARRES3, RPA1, SNHG5, SS18L2, TMEM14B"
M15.83,A6,Gene transcription,"AMY1B, BTN2A2, C1ORF83, C7ORF55, CCNT1, DARS2, DNM1L, DOLPP1, GOLGA4, KIAA0423, LOC441191, LOC654126, MRPL47, NCBP2, NCOA6IP, NKIRAS1, OXCT1, PIK3R1, R3HDM1, ZDHHC9"
M15.84,A35,Cytokines/chemokines,"FCAR, HS.130245, HS.163346, HS.559151, HS.572130, KIAA1881, KIF1B, LIMK2, LOC401233, LOC651612, MANSC1, MAPK14, OPLAH, OSM, PSG3, RASGRP4, S100P, SLC2A14, ST3GAL4, TLR2"
M15.85,A3,TBD,"CDRT4, CLUAP1, ELAVL1, HS.123119, HS.298873, HS.528873, HS.554507, HS.561493, INADL, LOC285176, LOC400464, LOC654000, LOC730092, MRPL27, NEK8, SERF1B, SNORD4A, TMEM16J, WBSCR18, ZNF789"
M15.86,A28,Interferon,"ANKRD22, ANKRD22, EIF2AK2, ENDOGL1, FCGR1B, GALM, HS.306876, KIAA1618, KIAA1618, MOV10, MT1A, MT2A, PARP10, PARP10, PARP10, PRIC285, SP140, SP140, TIMM10, UBE2L6"
M15.87,A1,TBD,"ATG4C, ATP5A1, ATP5O, C18ORF55, C21ORF51, C3ORF10, CIAO1, CNIH, GORASP2, HPRT1, LOC145853, LOC401397, MRPL34, MRPL9, PDHB, RPS28, RPSA, TMEM14C, TRAPPC6A"
M15.88,A32,TBD,"ABCC5, AP3D1, APPL2, CLN3, DDX59, HS.103173, HS.14555, HS.442696, LCOR, PER2, PI4KB, PSME3, RAVER1, SMS, STK17B, TFIP11, UBXD5, ZC3H12A, ZNF33A"
M15.89,A24,TBD,"APOBEC3F, ATP1B3, BCCIP, C13ORF34, CACYBP, CX3CR1, DLD, LOC388272, LOC652864, MGC40489, PHF19, PI4K2B, PRPF38A, PSMG1, RPE, RPS24, RPS7, SNRPC, VRK1"
M15.90,A33,TBD,"CASP8, CASP8, ERBB2IP, HIF1A, LBR, LOC644063, LOC644330, LOC644330, LOC730996, LOC730996, LRRK2, MAEA, PICALM, RPS6KA3, SNAP23, SNX20, SON, VHL, YWHAZ"
M15.91,A2,TBD,"ALDH3A2, ALKBH7, C19ORF48, CRY2, CTSL1, CTSL1, CYB561, DHRS3, DNAJC7, GPR68, NDUFAF1, PCGF1, POLR3H, RNF5P1, RPS6KA4, SNAP29, WDR55, ZW10"
M15.92,A6,Protein modification,"AFF4, ARMCX3, BBS4, C15ORF17, C7ORF11, CC2D1B, EIF4G1, GLT8D3, HS.7572, OPA1, PTPRA, RAB11FIP2, RPS6KB2, SEC22C, TGIF1, TM2D1, UBE2Q1, ZRANB2"
M15.93,A1,TBD,"ATIC, BIN1, CCND2, DCUN1D4, DDX10, EHBP1, GARNL1, HLTF, HS.145049, KTELC1, L3MBTL3, LOC492311, NUP155, PIGN, RTTN, ZBTB4, ZCCHC14, ZNF512"
M15.94,A3,TBD,"ARID2, DOPEY2, FOXC2, HSDL1, ITGB1BP1, LOC728758, NR2C1, PGBD2, PKIA, POLG2, RABL2A, RALGPS1, SLC2A4RG, SMC6, ZNF45, ZNF585A, ZNF75, ZNF75A"
M15.95,A7,TBD,"ACO2, ARHGEF1, ARSA, BAT2, CDC2L1, GPS1, HLA-DRB4, KCTD2, LOC220686, LOC644590, LOC650909, MTMR14, NOMO1, PLEC1, PTGES2, RELA, SLC38A10, SMARCC2"
M15.96,A6,TBD,"ALDH6A1, C9ORF23, DPP3, FAM40A, FBXO46, GMPPB, ISCA2, LOC732165, MYO18A, NIN, NLK, PIGC, PRKD2, SAR1B, SCAPER, TMCO6, UBE2D2, VPS37D"
M15.97,A36,Cell death,"ACP1, AGBL5, ATP5S, C12ORF10, CCNDBP1, CICE, CTSB, EIF3B, FAHD1, FAHD1, FAM10A4, GABARAPL2, LOC643310, LOC652672, LOC730455, ROGDI, SERF2, SH3GLB2"
M15.98,A6,T cells,"ATP1B1, CD69, DBR1, IKBKB, JOSD3, LNX2, NCL, NUDCD2, OTUB1, PTPRO, PURA, SLC6A16, SPIB, THOP1, TMEM128, TSPYL2, ZNF16, ZNF444"
M15.99,A32,Protein modification,"ANP32A, AP1S1, AP2B1, AP2B1, APP, APP, CCDC71, CTSZ, DLST, LOC723972, PPP3R1, RAB5C, RAB5C, RAD50, TAF15, TAP2, TBC1D10A, U2AF1"
M15.100,A37,Erythrocytes,"ARHGEF12, C14ORF45, CISD2, CMBL, FLCN, GCAT, GYPE, HBBP1, LOC253012, LOC253012, PCSK1N, PLVAP, RHD, SLC6A9, SPTB, TBCEL, TMEM56, YPEL4"
M15.101,A3,TBD,"ANKRD16, CCDC136, CCRK, CIITA, EDAR, FMNL3, KIAA1407, MSX2P1, NGDN, OR2A9P, PI16, RAD17, SFT2D3, ZBTB25, ZIK1, ZNF239, ZNF540, ZSCAN21"
M15.102,A10,Prostanoids,"ALOX15, ALOX15, CACNG6, CCL23, CLC, EMR4, GPR44, IL5RA, IL5RA, INDO, OLIG1, OLIG2, PMP22, PRSS33, SIGLEC8, SLC29A1, SLC29A1, SMPD3"
M15.103,A24,TBD,"APEX2, APH1A, EMP3, GTF3C5, KEAP1, MAGOH, MRPL49, MRPL55, OGDH, PCK2, PFN1, PPP1CA, SHC1, SLC9A3R1, SURF4, TTLL12, VPS72"
M15.104,A33,TBD,"CBX3, ESPL1, EVI2A, FGFR1OP2, FTHL11, FTHL12, FXN, GLUD2, LHX6, MID1, MYH4, NNMT, PDE8A, RAB35, RNF167, SEPHS2, TRIM49"
M15.105,A35,Inflammation,"ATP6V0E1, ATP6V0E1, ATP6V1E1, C20ORF43, CHIC2, CHMP2A, FLJ10986, HBXIP, HCLS1, LILRB2, MAP3K3, MTX1, OAT, PSMB3, SRGN, TALDO1, TYROBP"
